# source:topology|BGP|20201001|routeviews|sg
# source:topology|BGP|20201002|routeviews|sg
# source:topology|BGP|20201003|routeviews|sg
# source:topology|BGP|20201004|routeviews|sg
# source:topology|BGP|20201005|routeviews|sg
# source:topology|BGP|20201001|routeviews|soxrs
# source:topology|BGP|20201002|routeviews|soxrs
# source:topology|BGP|20201003|routeviews|soxrs
# source:topology|BGP|20201004|routeviews|soxrs
# source:topology|BGP|20201005|routeviews|soxrs
# source:topology|BGP|20201001|routeviews|sydney
# source:topology|BGP|20201002|routeviews|sydney
# source:topology|BGP|20201003|routeviews|sydney
# source:topology|BGP|20201004|routeviews|sydney
# source:topology|BGP|20201005|routeviews|sydney
# source:topology|BGP|20201001|routeviews|telxatl
# source:topology|BGP|20201002|routeviews|telxatl
# source:topology|BGP|20201003|routeviews|telxatl
# source:topology|BGP|20201004|routeviews|telxatl
# source:topology|BGP|20201005|routeviews|telxatl
# source:topology|BGP|20201001|routeviews|wide
# source:topology|BGP|20201002|routeviews|wide
# source:topology|BGP|20201003|routeviews|wide
# source:topology|BGP|20201004|routeviews|wide
# source:topology|BGP|20201005|routeviews|wide
42|7922|0
42|8218|0
42|8220|0
42|8283|0
42|8359|0
42|8426|0
42|8455|0
42|8468|0
42|8492|0
42|8607|0
42|8732|0
42|8758|0
42|8896|0
42|9002|0
42|9304|0
42|9902|0
42|10886|-1
42|11039|0
42|11096|0
42|11164|0
42|11404|0
42|11686|0
42|11708|0
42|12307|0
42|12350|0
42|12389|0
42|12552|0
42|12637|0
42|12779|0
42|12859|0
42|12956|0
42|13004|0
42|13030|0
42|13237|0
42|13786|0
42|14061|0
42|14537|0
42|14630|0
42|14840|0
42|14907|0
42|15008|0
42|15412|0
42|15435|0
42|15547|0
42|15605|0
42|15704|0
42|16552|0
42|16668|-1
42|16735|0
42|17639|0
42|18106|0
42|19151|0
42|19281|-1
42|19653|0
42|20080|0
42|20485|0
42|20562|0
42|20612|0
42|20764|0
42|20811|0
42|20932|0
42|21232|0
42|21320|0
42|21556|-1
42|22652|0
42|23106|0
42|23367|0
42|23473|0
42|23673|0
42|24441|0
42|24482|0
42|24516|0
42|24875|0
42|24961|0
42|25091|0
42|25152|0
42|25160|0
42|25220|0
42|26073|0
42|27446|0
42|28186|0
42|28329|0
42|28634|0
42|28716|0
42|28792|0
42|28917|0
42|29075|0
42|29140|0
42|29208|0
42|29222|0
42|29467|0
42|29479|0
42|29504|0
42|29680|0
42|29686|0
42|29691|0
42|29802|0
42|30132|0
42|30844|0
42|31019|0
42|31025|0
42|31133|0
42|31424|0
42|31500|0
42|31742|0
42|32097|0
42|32354|0
42|33891|0
42|34019|0
42|34177|0
42|34224|0
42|34288|0
42|34549|0
42|34854|0
42|34872|0
42|34927|0
42|35266|0
42|35369|0
42|35600|0
42|36924|0
42|37100|0
42|37239|0
42|37271|0
42|37468|0
42|37474|0
42|37497|0
42|37640|0
42|37680|0
42|37721|0
42|38001|0
42|38880|0
42|39120|0
42|39122|0
42|39351|0
42|39533|0
42|39821|0
42|40630|0
42|41095|0
42|41157|0
42|41255|0
42|41327|0
42|41695|0
42|41722|0
42|41811|0
42|42275|0
42|42473|0
42|42541|0
42|42708|0
42|42861|0
42|45352|0
42|46450|0
42|47147|0
42|47441|0
42|47692|0
42|48362|0
42|48550|0
42|48821|0
42|48858|0
42|48919|0
42|49102|0
42|49420|0
42|49434|0
42|49605|0
42|49697|0
42|50300|0
42|50304|0
42|50628|0
42|50673|0
42|50763|0
42|50877|0
42|51088|0
42|51184|0
42|51185|0
42|51405|0
42|51786|0
42|51873|0
42|51907|0
42|52304|-1
42|52306|-1
42|52320|0
42|52873|0
42|53767|0
42|53828|0
42|55222|0
42|55329|0
42|55720|0
42|56381|0
42|56665|0
42|57199|0
42|57695|0
42|58057|0
42|58299|0
42|58308|0
42|58511|0
42|58952|0
42|59414|0
42|59605|0
42|59689|0
42|59891|0
42|60011|0
42|60501|0
42|60945|0
42|61218|0
42|61292|0
42|61568|0
42|61955|0
42|62167|0
42|63927|0
42|63956|0
42|64271|0
42|64475|0
42|131477|0
42|132280|0
42|137831|0
42|196621|0
42|197595|0
42|198249|0
42|198290|0
42|198385|0
42|199524|0
42|199938|0
42|202032|0
42|202194|0
42|202365|0
42|203900|0
42|204708|0
42|205112|0
42|205206|0
42|205344|0
42|206313|0
42|206356|0
42|207044|0
42|208210|0
42|208709|0
42|209650|0
42|210025|0
42|213151|0
42|213382|0
42|267613|0
42|327781|0
42|327960|0
42|327983|0
42|328137|0
42|328145|0
42|328320|0
42|328474|0
42|328512|0
42|328608|0
42|393950|0
42|397131|0
46|6939|0
46|11094|-1
46|46450|0
47|7575|0
55|46274|-1
57|217|-1
57|675|-1
57|1998|-1
57|4181|0
57|6263|-1
57|6461|0
57|7973|-1
57|8148|-1
57|11317|0
57|14763|-1
57|15336|-1
57|17234|-1
57|18454|-1
57|20125|-1
57|21727|-1
57|21951|-1
57|26557|-1
57|32907|-1
57|33455|-1
57|33692|-1
57|40387|0
57|40497|-1
57|396450|0
59|293|0
59|4181|0
59|40387|0
62|19|-1
62|125|-1
62|2567|-1
62|2723|-1
62|3402|0
62|3828|-1
62|4891|-1
62|6939|0
62|6977|-1
62|7838|-1
62|10511|-1
62|10723|-1
62|11189|-1
62|11690|-1
62|11708|0
62|12007|-1
62|13782|-1
62|14032|-1
62|15003|-1
62|16477|-1
62|16525|-1
62|16636|-1
62|16678|-1
62|16991|-1
62|17038|-1
62|17121|-1
62|17374|-1
62|17377|-1
62|17466|-1
62|18676|-1
62|19137|-1
62|19311|-1
62|19787|-1
62|20333|-1
62|20339|-1
62|20416|-1
62|21945|-1
62|22334|-1
62|22717|-1
62|22775|-1
62|23010|-1
62|23165|-1
62|23463|-1
62|23530|-1
62|25836|-1
62|25907|-1
62|25945|-1
62|25955|-1
62|26512|-1
62|26513|-1
62|26646|-1
62|26705|-1
62|26940|-1
62|29802|0
62|30059|-1
62|30175|-1
62|30347|-1
62|30423|-1
62|32076|-1
62|32097|0
62|32382|-1
62|32418|-1
62|32457|-1
62|33016|-1
62|33365|-1
62|35934|-1
62|36328|-1
62|36607|-1
62|40062|-1
62|40630|0
62|46202|-1
62|46282|-1
62|46606|-1
62|46784|-1
62|47523|-1
62|53305|-1
62|53396|-1
62|53559|-1
62|54554|-1
62|54775|-1
62|54963|-1
62|62529|-1
62|62659|-1
62|62872|-1
62|63011|-1
62|63321|-1
62|63474|-1
62|393463|-1
62|393520|-1
62|393571|-1
62|393587|-1
62|393759|-1
62|393793|-1
62|393832|-1
62|393924|-1
62|394302|-1
62|395273|-1
62|395533|-1
62|396285|-1
62|396290|-1
62|396361|-1
62|396497|-1
62|396838|-1
62|397325|-1
62|397768|-1
62|397843|-1
62|397941|-1
62|398381|-1
62|398409|-1
62|398492|-1
70|3527|0
70|393689|-1
71|2165|-1
71|4445|-1
71|5073|-1
71|7430|-1
71|10782|-1
71|15329|-1
72|1764|0
72|9304|0
72|12637|0
72|12779|0
72|13237|0
72|14840|0
72|18106|0
72|20932|0
72|24482|0
72|24516|0
72|25091|0
72|31019|0
72|34224|0
72|34288|0
72|37468|0
72|39122|0
72|39351|0
72|41327|0
72|45352|0
72|47147|0
72|48362|0
72|49605|0
72|50304|0
72|51185|0
72|58511|0
72|61955|0
72|63927|0
72|199524|0
81|6559|-1
81|10952|-1
81|11426|0
81|11442|-1
81|13371|-1
81|13862|-1
81|17031|-1
81|17314|-1
81|18538|-1
81|19161|-1
81|19413|-1
81|19718|-1
81|20197|0
81|26741|-1
81|32417|-1
81|32711|-1
81|33401|-1
81|36850|-1
81|40245|-1
81|46255|-1
81|46963|-1
81|53384|-1
81|53785|-1
81|394165|-1
81|395312|-1
81|395465|-1
81|396028|-1
81|396391|-1
81|396837|-1
81|398580|-1
87|26415|-1
88|293|0
101|73|-1
101|293|0
101|1798|0
101|2152|0
101|2153|0
101|2497|0
101|3130|0
101|3428|-1
101|3491|0
101|3807|-1
101|4193|-1
101|4600|0
101|6423|0
101|6939|0
101|7575|0
101|7774|-1
101|10430|-1
101|11537|0
101|11649|-1
101|11827|-1
101|11956|-1
101|13476|-1
101|14221|-1
101|14954|-1
101|17200|-1
101|18856|-1
101|19014|-1
101|19653|0
101|22335|0
